Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
bucky-irving-signed-tampa-bay-orange-football-jersey-beckett,Bucky Irving Signed Tampa Bay Orange Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by Bucky Irving and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Bucky Irving and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Autographs,Autographed Football Jerseys,"Buccaneers, Current Star, FB, imported, inhouse, jersey, New Arrival, V",false,Title,Default Title,,,,,,,,RSA-12421,907.1989147615625,shopify,20,deny,manual,110.00,149.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/irving-buccaneers-orange-autographed-stitched-football-jersey-back.jpg?v=1761951659,1,"",false,,,,,,,,oz,,,true,,,draft
bucky-irving-signed-tampa-bay-orange-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/irving-buccaneers-orange-autographed-stitched-football-jersey-signature.jpg?v=1761951660,2,"",,,,,,,,,,,,,,,
bucky-irving-signed-tampa-bay-orange-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/irving-buccaneers-orange-autographed-stitched-football-jersey-front.jpg?v=1761951662,3,"",,,,,,,,,,,,,,,
billy-shaw-signed-hof-99-inscription-buffalo-blue-football-jersey-beckett,Billy Shaw Signed HOF 99 Inscription Buffalo Blue Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by Billy Shaw and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Billy Shaw with HOF 99 inscription and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Autographs,Autographed Football Jerseys,"Bills, FB, imported, inhouse, jersey, MYS_HOF, New Arrival, V",false,Title,Default Title,,,,,,,,RSA-12442,907.1989147615625,shopify,15,deny,manual,45.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/coming-soon-grande_5e4ebbce-4a85-4f2c-8e3d-3bdb94857053.jpg?v=1761843980,1,"",false,,,,,,,,oz,,,true,,,draft
antonio-brown-signed-pittsburgh-color-rush-football-jersey-jsa,Antonio Brown Signed Pittsburgh Color Rush Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Antonio Brown and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Antonio Brown and authenticated by JSA</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Autographs,Autographed Football Jerseys,"FB, imported, inhouse, jersey, New Arrival, Steelers, V",false,Title,Default Title,,,,,,,,RSA-12425,907.1989147615625,shopify,43,deny,manual,70.00,89.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/coming-soon-grande_144200c1-44f9-402e-8178-9e59ec1b11a4.jpg?v=1761843973,1,"",false,,,,,,,,oz,,,true,,,draft
y-a-tittle-signed-hof-71-inscription-new-york-white-black-signature-football-jersey-jsa,Y.A. Tittle Signed HOF 71 Inscription New York White Black Signature Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Y.A. Tittle and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Y.A. Tittle with HOF 71 inscription and authenticated by JSA</li>
<li>Includes a tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"FB, Giants, imported, inhouse, jersey, MYS_HOF, New Arrival, V",false,Title,Default Title,,,,,,,,RSA-12400,907.1989147615625,shopify,63,deny,manual,40.00,69.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/tittle-giants-hof-71-white-black-signature-autographed-stitched-football-jersey-back.jpg?v=1761778934,1,"",false,,,,,,,,oz,,22.00,true,,,draft
y-a-tittle-signed-hof-71-inscription-new-york-white-black-signature-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/tittle-giants-hof-71-white-black-signature-autographed-stitched-football-jersey-signature.jpg?v=1761778936,2,"",,,,,,,,,,,,,,,
y-a-tittle-signed-hof-71-inscription-new-york-white-black-signature-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/tittle-giants-hof-71-white-black-signature-autographed-stitched-football-jersey-front.jpg?v=1761778937,3,"",,,,,,,,,,,,,,,
wayne-chrebet-signed-new-york-green-bled-signature-football-jersey-jsa,Wayne Chrebet Signed New York Green Bled Signature Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Wayne Chrebet and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Wayne Chrebet and authenticated by JSA</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"FB, imported, inhouse, jersey, Jets, New Arrival, V",false,Title,Default Title,,,,,,,,RSA-12386,907.1989147615625,shopify,27,deny,manual,45.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/chrebet-jets-bled-signature-green-autographed-stitched-football-jersey-back.jpg?v=1761865292,1,"",false,,,,,,,,oz,,30.00,true,,,draft
wayne-chrebet-signed-new-york-green-bled-signature-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/chrebet-jets-bled-signature-green-autographed-stitched-football-jersey-signature.jpg?v=1761865295,2,"",,,,,,,,,,,,,,,
wayne-chrebet-signed-new-york-green-bled-signature-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/chrebet-jets-bled-signature-green-autographed-stitched-football-jersey-front.jpg?v=1761865296,3,"",,,,,,,,,,,,,,,
ty-detmer-signed-ht-90-inscription-byu-college-navy-football-jersey-jsa,Ty Detmer Signed HT 90 Inscription BYU College Navy Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Ty Detmer and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Ty Detmer with HT 90 inscription and authenticated by JSA</li>
<li>Includes a tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"Cougars, FB, imported, inhouse, jersey, New Arrival, V",false,Title,Default Title,,,,,,,,RSA-12385,907.1989147615625,shopify,2,deny,manual,45.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/detmer-cougars-navy-autographed-stitched-football-jersey-back.jpg?v=1761865286,1,"",false,,,,,,,,oz,,25.00,true,,,draft
ty-detmer-signed-ht-90-inscription-byu-college-navy-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/detmer-cougars-navy-autographed-stitched-football-jersey-signature.jpg?v=1761865289,2,"",,,,,,,,,,,,,,,
ty-detmer-signed-ht-90-inscription-byu-college-navy-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/detmer-cougars-navy-autographed-stitched-football-jersey-front.jpg?v=1761865290,3,"",,,,,,,,,,,,,,,
trayvon-mullen-signed-las-vegas-white-football-jersey-jsa,Trayvon Mullen Signed Las Vegas White Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Trayvon Mullen and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Trayvon Mullen and authenticated by JSA</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"FB, imported, inhouse, jersey, New Arrival, Raiders, V",false,Title,Default Title,,,,,,,,RSA-12401,907.1989147615625,shopify,34,deny,manual,45.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/mullen-raiders-white-autographed-stitched-football-jersey-back_5c3a1270-38d7-4316-9e62-b9bac5c20bb0.jpg?v=1761778928,1,"",false,,,,,,,,oz,,30.00,true,,,draft
trayvon-mullen-signed-las-vegas-white-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/mullen-raiders-white-autographed-stitched-football-jersey-signature.jpg?v=1761778930,2,"",,,,,,,,,,,,,,,
trayvon-mullen-signed-las-vegas-white-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/mullen-raiders-white-autographed-stitched-football-jersey-front.jpg?v=1761778932,3,"",,,,,,,,,,,,,,,
tajh-boyd-signed-pittsburgh-black-football-jersey-jsa,Tajh Boyd Signed Pittsburgh Black Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Tajh Boyd and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Tajh Boyd and authenticated by JSA</li>
<li>Includes a tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"FB, imported, inhouse, jersey, New Arrival, Steelers, V",false,Title,Default Title,,,,,,,,RSA-12388,907.1989147615625,shopify,7,deny,manual,45.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/boyd-steelers-black-autographed-stitched-football-jersey-back.jpg?v=1761865281,1,"",false,,,,,,,,oz,,25.00,true,,,draft
tajh-boyd-signed-pittsburgh-black-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/boyd-steelers-black-autographed-stitched-football-jersey-signature.jpg?v=1761865282,2,"",,,,,,,,,,,,,,,
tajh-boyd-signed-pittsburgh-black-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/boyd-steelers-black-autographed-stitched-football-jersey-front.jpg?v=1761865284,3,"",,,,,,,,,,,,,,,
shawne-merriman-signed-san-diego-light-blue-alt-football-jersey-jsa,Shawne Merriman Signed San Diego Light Blue Alt Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Shawne Merriman and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p>
<ul>
<li>Hand signed Football jersey autographed by Shawne Merriman and authenticated by JSA</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"Chargers, FB, imported, inhouse, jersey, New Arrival, V",false,Title,Default Title,,,,,,,,RSA-12398,907.1989147615625,shopify,50,deny,manual,45.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/merriman-chargers-light-blue-autographed-stitched-football-jersey-back_29e5e1de-e7c4-4ce0-a614-f23c7344092a.jpg?v=1761778892,1,"",false,,,,,,,,oz,,25.00,true,,,draft
shawne-merriman-signed-san-diego-light-blue-alt-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/merriman-chargers-light-blue-autographed-stitched-football-jersey-signature_ef125054-2b82-4335-8d47-7ea02d31f42f.jpg?v=1761778894,2,"",,,,,,,,,,,,,,,
shawne-merriman-signed-san-diego-light-blue-alt-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/merriman-chargers-light-blue-autographed-stitched-football-jersey-front_79eae971-1d00-48a9-beab-744ee539d30b.jpg?v=1761778896,3,"",,,,,,,,,,,,,,,
ricky-sanders-signed-2x-sb-champs-70-greatest-inscription-washington-red-football-jersey-jsa,Ricky Sanders Signed 2x SB Champs 70 Greatest Inscription Washington Red Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Ricky Sanders and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Ricky Sanders with 2x SB Champs 70 Greatest inscription and authenticated by JSA</li>
<li>Includes a tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"FB, imported, inhouse, jersey, New Arrival, Redskins, V",false,Title,Default Title,,,,,,,,RSA-12394,907.1989147615625,shopify,19,deny,manual,45.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/sanders-redskins-2x-sb-champs-red-autographed-stitched-football-jersey-back.jpg?v=1761865275,1,"",false,,,,,,,,oz,,25.00,true,,,draft
